date,rest,website
2023-03-06 13:46:56.463260+01:00,0.47826086956522,55.0
2023-03-06 13:51:57.576815+01:00,0.48695652173913,56.0
2023-03-06 13:56:58.666834+01:00,0.47826086956522,55.0
2023-03-06 14:01:59.885890+01:00,0.50434782608696,58.0
2023-03-06 14:07:01.034911+01:00,0.49565217391304,57.0
2023-03-06 14:12:02.199183+01:00,0.5304347826087,61.0
2023-03-06 14:17:03.751691+01:00,0.5304347826087,61.0
2023-03-06 14:22:05.068368+01:00,0.5304347826087,61.0
2023-03-06 14:27:06.159217+01:00,0.53913043478261,62.0
2023-03-06 14:32:07.293687+01:00,0.53913043478261,62.0
2023-03-06 14:37:08.357089+01:00,0.55652173913043,64.0
2023-03-06 14:42:09.422495+01:00,0.58260869565217,67.0
2023-03-06 14:47:10.561738+01:00,0.56521739130435,65.0
2023-03-06 14:52:11.673822+01:00,0.55652173913043,64.0
2023-03-06 14:57:12.728252+01:00,0.5304347826087,61.0
2023-03-06 15:02:13.901046+01:00,0.53913043478261,62.0
2023-03-06 15:07:15.225937+01:00,0.5304347826087,61.0
2023-03-06 15:12:16.256392+01:00,0.51304347826087,59.0
2023-03-06 15:17:17.340283+01:00,0.51304347826087,59.0
2023-03-06 15:22:18.387797+01:00,0.50434782608696,58.0
2023-03-06 15:27:19.396725+01:00,0.48695652173913,56.0
2023-03-06 15:32:20.486390+01:00,0.49565217391304,57.0
2023-03-06 15:37:21.538734+01:00,0.49565217391304,57.0
2023-03-06 15:42:22.885577+01:00,0.52173913043478,60.0
2023-03-06 15:47:24.114697+01:00,0.52173913043478,60.0
2023-03-06 15:52:25.411033+01:00,0.5304347826087,61.0
2023-03-06 15:57:26.793054+01:00,0.56521739130435,65.0
2023-03-06 16:02:28.125178+01:00,0.55652173913043,64.0
2023-03-06 16:07:29.371568+01:00,0.60869565217391,70.0
2023-03-06 16:12:30.486925+01:00,0.65217391304348,75.0
2023-03-06 16:17:36.641648+01:00,0.6695652173913,77.0
2023-03-06 16:22:37.753887+01:00,0.76521739130435,88.0
2023-03-06 16:27:38.855351+01:00,0.73913043478261,85.0
2023-03-06 16:32:39.927721+01:00,0.74782608695652,86.0
2023-03-06 16:37:41.018721+01:00,0.78260869565217,90.0
2023-03-06 16:42:42.040787+01:00,0.78260869565217,90.0
2023-03-06 16:47:43.260435+01:00,0.79130434782609,91.0
2023-03-06 16:52:44.513724+01:00,0.85217391304348,98.0
2023-03-06 16:57:45.558015+01:00,0.85217391304348,98.0
2023-03-06 17:02:46.732197+01:00,0.85217391304348,98.0
2023-03-06 17:07:47.848160+01:00,0.83478260869565,96.0
2023-03-06 17:12:48.959033+01:00,0.84347826086957,97.0
2023-03-06 17:17:50.182272+01:00,0.86086956521739,99.0
2023-03-06 17:22:51.392309+01:00,0.88695652173913,102.0
2023-03-06 17:27:52.479974+01:00,0.9304347826087,107.0
2023-03-06 17:32:53.773874+01:00,0.97391304347826,112.0
2023-03-06 17:37:55.287609+01:00,1.0,119.0
2023-03-06 17:42:56.368947+01:00,1.0,119.0
2023-03-06 17:47:58.242625+01:00,1.0,117.0
2023-03-06 17:52:59.385295+01:00,1.0,119.0
2023-03-06 17:58:00.498984+01:00,1.0,118.0
2023-03-06 18:03:01.762284+01:00,1.0,122.0
2023-03-06 18:08:05.796659+01:00,1.0,129.0
2023-03-06 18:13:06.902964+01:00,1.0,137.0
2023-03-06 18:18:08.198096+01:00,1.0,139.0
2023-03-06 18:23:09.320220+01:00,1.0,141.0
2023-03-06 18:28:10.371892+01:00,1.0,143.0
2023-03-06 18:33:11.511419+01:00,1.0,148.0
2023-03-06 18:38:12.630315+01:00,1.0,151.0
2023-03-06 18:43:13.843786+01:00,1.0,152.0
2023-03-06 18:48:15.282226+01:00,1.0,144.0
2023-03-06 18:53:16.350611+01:00,1.0,140.0
2023-03-06 18:58:17.467801+01:00,1.0,140.0
2023-03-06 19:03:18.641004+01:00,1.0,139.0
2023-03-06 19:08:19.699846+01:00,1.0,135.0
2023-03-06 19:13:20.732394+01:00,1.0,130.0
2023-03-06 19:18:21.888359+01:00,1.0,124.0
2023-03-06 19:23:23.128722+01:00,1.0,127.0
2023-03-06 19:28:24.185333+01:00,1.0,124.0
2023-03-06 19:33:25.374896+01:00,1.0,121.0
2023-03-06 19:38:26.544226+01:00,1.0,123.0
2023-03-06 19:43:27.887405+01:00,1.0,124.0
2023-03-06 19:48:29.051586+01:00,1.0,125.0
2023-03-06 19:53:30.300860+01:00,1.0,119.0
2023-03-06 19:58:31.444980+01:00,0.98260869565217,113.0
2023-03-06 20:03:32.679536+01:00,1.0,118.0
2023-03-06 20:08:33.930628+01:00,1.0,119.0
2023-03-06 20:13:34.969980+01:00,1.0,117.0
2023-03-06 20:18:36.091533+01:00,1.0,115.0
2023-03-06 20:23:37.200675+01:00,0.95652173913043,110.0
2023-03-06 20:28:38.195451+01:00,0.94782608695652,109.0
2023-03-06 20:33:39.356689+01:00,0.93913043478261,108.0
2023-03-06 20:38:40.517550+01:00,0.90434782608696,104.0
2023-03-06 20:43:41.619049+01:00,0.86086956521739,99.0
2023-03-06 20:48:42.777793+01:00,0.81739130434783,94.0
2023-03-06 20:53:43.857576+01:00,0.81739130434783,94.0
2023-03-06 20:58:44.942849+01:00,0.80869565217391,93.0
2023-03-06 21:03:46.124897+01:00,0.83478260869565,96.0
2023-03-06 21:08:47.311259+01:00,0.81739130434783,94.0
2023-03-06 21:13:48.477570+01:00,0.83478260869565,96.0
2023-03-06 21:18:49.602009+01:00,0.76521739130435,88.0
2023-03-06 21:23:50.788035+01:00,0.71304347826087,82.0
2023-03-06 21:28:51.845019+01:00,0.67826086956522,78.0
2023-03-06 21:33:53.044610+01:00,0.63478260869565,73.0
2023-03-06 21:38:54.224478+01:00,0.6,69.0
2023-03-06 21:43:55.296705+01:00,0.58260869565217,67.0
2023-03-06 21:48:56.436039+01:00,0.54782608695652,63.0
2023-03-06 21:53:57.511033+01:00,0.51304347826087,59.0
2023-03-06 21:58:58.600803+01:00,0.46086956521739,53.0
2023-03-06 22:03:59.698379+01:00,0.4695652173913,54.0
2023-03-06 22:09:00.890317+01:00,0.44347826086957,51.0
2023-03-06 22:14:02.036983+01:00,0.39130434782609,45.0
2023-03-06 22:19:03.201792+01:00,0.36521739130435,41.0
2023-03-06 22:24:04.281630+01:00,0.33913043478261,39.0
